0	6.88167
1	6.88061
2	6.67534
3	6.71241
4	6.71493
5	6.53047
6	5.74905
7	4.62814
8	4.62338
9	4.61507
10	4.61006
11	4.55304
12	4.6161
13	4.58444
14	4.58542
15	4.58658
16	4.57509
17	4.52327
18	4.5227
19	4.5647
20	4.52733
21	4.528
22	4.52818
23	4.49591
24	4.48673
25	4.40629
26	4.38174
27	4.38526
28	4.29715
29	4.26513
30	4.22813
31	4.2149
32	4.29285
33	4.37173
34	4.33609
35	4.33695
36	4.35261
37	4.52013
38	4.15985
39	4.13286
40	4.2523
41	4.18363
42	4.07261
43	4.2072
44	4.20578
45	3.93477
46	3.97515
47	3.89815
48	3.90245
49	3.87339
50	3.9397
51	3.99504
52	3.99504
53	4.00599
54	4.94796
55	3.68959
56	3.94311
57	3.5778
58	3.96784
59	3.58222
60	3.58392
61	3.8314
62	3.63586
63	3.58523
64	3.65317
65	3.63101
66	3.44871
67	3.46344
68	3.37709
69	3.42808
70	3.44123
71	3.44483
72	3.65485
73	3.41202
74	3.42332
75	3.47384
76	3.31832
77	3.5315
78	3.53266
79	3.33907
80	3.31119
81	3.34981
82	3.31113
83	3.15445
84	3.13914
85	3.11155
86	3.72
87	3.30948
88	3.22153
89	2.95329
90	2.90669
91	2.96108
92	2.98567
93	2.97936
94	3.06382
95	2.98599
96	5.38572
97	2.85601
98	2.53456
99	2.80207
100	2.58
101	2.64263
102	2.63271
103	2.72625
104	2.44706
105	2.46782
106	2.48618
107	2.50628
108	2.5095
109	2.33084
110	2.34545
111	2.33798
112	2.30441
113	2.2748
114	2.32007
115	2.28105
116	2.71365
117	2.72029
118	2.74704
119	2.36532
120	2.34208
121	2.22803
122	3.04624
123	2.25655
124	2.21748
125	2.17159
126	2.14136
127	2.78513
128	2.18579
129	2.09749
130	2.04548
131	2.03499
132	2.36942
133	2.22937
134	2.02472
135	2.00646
136	2.01141
137	1.94517
138	1.95481
139	1.96876
140	2.05356
141	2.04047
142	2.05517
143	2.13543
144	2.04435
145	1.85505
146	1.87518
147	1.88652
148	2.147
149	1.91323
150	1.91488
151	1.90606
152	1.87977
153	1.85965
154	1.68188
155	3.18762
156	3.74589
157	3.73151
158	1.75469
159	1.7596
160	1.69923
161	1.67437
162	1.67154
163	1.68702
164	1.55936
165	1.63906
166	1.92389
167	1.60581
168	1.69635
169	1.54077
170	1.53686
171	1.5809
172	1.53333
173	1.55263
174	1.53941
175	2.93058
176	1.57063
177	1.55464
178	1.44062
179	1.43343
180	1.96796
181	1.96692
182	1.93713
183	1.4865
184	1.74136
185	1.4506
186	1.37312
187	1.37282
188	1.30537
189	1.61896
190	1.38728
191	1.38446
192	1.34527
193	1.36628
194	1.40819
195	1.56714
196	1.55945
197	1.3821
198	1.34511
199	1.35653
200	1.65756
201	1.37723
202	1.47026
203	1.37728
204	1.37649
205	1.30236
206	1.30101
207	1.29248
208	1.36716
209	1.29528
210	1.067
211	1.03418
212	0.892113
213	0.921933
214	1.00108
215	1.05226
216	3.53834
217	1.63179
218	0.769788
219	0.813584
220	0.766263
221	0.93212
222	1.02495
223	0.963029
224	0.924756
225	0.826848
226	0.82725
227	0.843624
228	0.935476
229	0.935027
230	0.970554
231	0.988966
232	1.43834
233	1.29847
234	1.36468
235	0.998906
236	0.782678
237	0.796563
238	0.787145
239	1.63847
